Condition,ReadCode,CleansedReadCode,Term
Cataract,,,Cataract extract + lens implant
Cataract,,,Cataract extract +lens implant
Cataract,,,Secondary cataract
Cataract,,,YAG laser post capsulotomy
Cataract,,,Yag laser capsulotomy
Cataract,,,cataract due to other disorder
Cataract,,,cataract with neovascularization
Cataract,,,posterior capsule opacification
Cataract,,,type i diabetes mellitus with diabetic cataract
Cataract,22E5.00,,O/E - cataract present
Cataract,2BT..00,,Cataract observation
Cataract,2BT0.00,,O/E - Right cataract present
Cataract,2BT1.00,,O/E - Left cataract present
Cataract,7263011,,Needling of lens for cataract
Cataract,7266100,,Discission of cataract
Cataract,8HTV.00,,Referral to cataract clinic
Cataract,C108F00,,Insulin dependent diabetes mellitus with diabetic cataract
Cataract,C108F11,,Type I diabetes mellitus with diabetic cataract
Cataract,C108F12,,Type 1 diabetes mellitus with diabetic cataract
Cataract,C109E00,,Non-insulin depend diabetes mellitus with diabetic cataract
Cataract,C109E11,,Type II diabetes mellitus with diabetic cataract
Cataract,C109E12,,Type 2 diabetes mellitus with diabetic cataract
Cataract,C10EF00,,Type 1 diabetes mellitus with diabetic cataract
Cataract,C10EF12,,Insulin dependent diabetes mellitus with diabetic cataract
Cataract,C10FE00,,Type 2 diabetes mellitus with diabetic cataract
Cataract,C10FE11,,Type II diabetes mellitus with diabetic cataract
Cataract,F46..00,,Cataract
Cataract,F460.00,,"Infantile, juvenile and presenile cataracts"
Cataract,F460000,,Unspecified infantile cataract
Cataract,F460100,,Unspecified juvenile cataract
Cataract,F460200,,Unspecified presenile cataract
Cataract,F460300,,Anterior subcapsular polar cataract
Cataract,F460400,,Posterior subcapsular polar cataract
Cataract,F460500,,Cortical cataract
Cataract,F460600,,Lamellar zonular cataract
Cataract,F460700,,Nuclear cataract
Cataract,F460x00,,Combined nonsenile cataract
Cataract,F460y00,,Other nonsenile cataract
Cataract,F460z00,,Nonsenile cataract NOS
Cataract,F461.00,,Senile cataract
Cataract,F461000,,Unspecified senile cataract
Cataract,F461100,,Lens capsule pseudoexfoliation
Cataract,F461200,,Coronary cataract
Cataract,F461300,,Punctate cataract
Cataract,F461400,,Incipient cataract NOS
Cataract,F461500,,Immature cataract NOS
Cataract,F461600,,Anterior subcapsular polar senile cataract
Cataract,F461700,,Posterior subcapsular polar senile cataract
Cataract,F461800,,Cortical senile cataract
Cataract,F461900,,Nuclear senile cataract
Cataract,F461A00,,"Total, mature senile cataract"
Cataract,F461B00,,Hypermature cataract
Cataract,F461B11,,Morgagni cataract
Cataract,F461x00,,Combined senile cataract
Cataract,F461y00,,Other senile cataract
Cataract,F461z00,,Senile cataract NOS
Cataract,F463.00,,Cataract secondary to ocular disease
Cataract,F463000,,Unspecified cataracta complicata
Cataract,F463200,,Cataract in eye inflammatory disorder
Cataract,F463300,,Cataract with neovascularization
Cataract,F463400,,Cataract in degenerative disorder
Cataract,F463z00,,Cataract secondary to ocular disorder NOS
Cataract,F464.00,,Cataract due to other disorder
Cataract,F464000,,Diabetic cataract
Cataract,F464100,,Tetanic cataract
Cataract,F464200,,Myotonic cataract
Cataract,F464300,,Cataract associated with other syndromes
Cataract,F464z00,,Cataract due to other disorder NOS
Cataract,F465.00,,After cataract
Cataract,F465000,,Unspecified secondary cataract
Cataract,F465200,,Other after cataract with vision normal
Cataract,F465300,,After-cataract with vision obscured
Cataract,F465500,,Posterior capsule opacification
Cataract,F465z00,,After cataract NOS
Cataract,F466.00,,Bilateral cataracts
Cataract,F46y.00,,Other cataract
Cataract,F46yz00,,Other cataract NOS
Cataract,F46z.00,,Cataract NOS
Cataract,F46z000,,Immature cortical cataract
Cataract,FyuE000,,[X]Other senile cataract
Cataract,FyuE100,,[X]Other specified cataract
Cataract,FyuE400,,[X]Cataract in other diseases classified elsewhere
Cataract,P331.00,,Capsular and subcapsular cataract
Cataract,P331000,,Capsular cataract
Cataract,P331100,,Subcapsular cataract
Cataract,P331z00,,Capsular or subcapsular cataract NOS
Cataract,P332.00,,Cortical and zonular cataract
Cataract,P332100,,Zonular cataract
Cataract,P332z00,,Cortical or zonular cataract NOS
Cataract,P33y000,,Blue dot cataract
